id;género;edad;fecha_compra;factura;Bebida_favorita;horario;región;satisfacción
10911;M;63;20240624;32000;Mocha Latte;20-22;Pacífica;4
10912;;18;20220414;65400;Caramel Macchiato;20-22;Orinoquía;1
10913;F;62;20220323;102000;Mocha Latte;14-16;Insular;3
10914;F;67;20221013;33000;Mocha Latte;20-22;Caribe;3
10915;M;51;20240530;43000;Arequipe Latte;16-18;Andina;1
10916;F;72;20231117;61000;Mocha Latte;12-14;Caribe;4
10917;M;21;20200810;34000;Espresso Macchiato;12-14;Pacífica;1
10918;M;26;20220225;33000;Chocolate Helado;12-14;Insular;3
10919;F;50;20231007;53000;Chocolate Blanco Helado;12-14;Insular;4
10920;F;57;20231028;102000;Espresso Doble;16-18;Insular;1
10921;;18;20230820;65400;Espresso Doble;14-16;Andina;5
10922;F;59;20230525;96000;Cappuccino;20-22;Pacífica;4
10923;M;50;20200228;69000;Mocha Latte;10-12;Insular;1
10924;;18;20240715;65400;Arequipe Latte;10-12;Pacífica;1
10925;M;74;20230114;49000;Espresso Sencillo;18-20;Pacífica;2
10926;M;61;20240206;32000;Americano;16-18;Insular;4
10927;F;57;20230520;49000;Chocolate Caliente;20-22;Orinoquía;4
10928;M;30;20210927;43000;Latte;10-12;Orinoquía;4
10929;M;34;20240314;33000;Arequipe Latte;10-12;Andina;4
10930;M;22;20240714;60000;Latte Macchiato;14-16;Insular;2
10931;F;81;20230423;87000;Mocha Blanco Latte;12-14;Orinoquía;1
10932;M;51;20231026;47000;Flat White;12-14;Andina;4
10933;F;67;20190731;58000;Cappuccino;16-18;Caribe;3
10934;M;55;20220909;95000;Chocolate Helado;12-14;Orinoquía;5
10935;;18;20240602;65400;Espresso Macchiato;20-22;Caribe;1
10936;F;65;20240619;48000;Espresso Sencillo;20-22;Pacífica;3
10937;M;78;20240430;46000;Mocha Latte;12-14;Pacífica;1
10938;M;54;20220429;54000;Latte Macchiato;12-14;Caribe;1
10939;O;100;20220629;83000;Americano;20-22;Caribe;4
10940;F;74;20221103;57000;Espresso Macchiato;18-20;Andina;3
10941;M;63;20220925;49000;Mocha Blanco Latte;12-14;Orinoquía;3
10942;M;59;20231013;35000;Americano;12-14;Insular;3
10943;M;67;20231016;63000;Caramel Macchiato;20-22;Caribe;4
10944;M;54;20200527;60000;Flat White;18-20;Caribe;2
10945;M;69;20240130;58000;Café del día;10-12;Caribe;1
10946;M;94;20221002;82000;Espresso Macchiato;20-22;Pacífica;2
10947;M;42;20221031;61000;Espresso Macchiato;10-12;Orinoquía;5
10948;M;28;20230917;43000;Arequipe Latte;18-20;Pacífica;3
10949;F;55;20230815;71000;Espresso Sencillo;12-14;Orinoquía;4
10950;M;59;20230811;88000;Latte Macchiato;18-20;Orinoquía;5
10951;F;73;20220909;57000;Chocolate Helado;18-20;Orinoquía;1
10952;;18;20221003;65400;Americano;16-18;Insular;1
10953;M;72;20240527;42000;Espresso Sencillo;10-12;Pacífica;1
10954;M;31;20220819;36000;Latte Macchiato;14-16;Insular;1
10955;M;66;20240107;72000;Flat White;12-14;Insular;2
10956;O;47;20240214;79000;Latte;10-12;Caribe;5
10957;M;65;20231210;78000;Café del día;20-22;Pacífica;1
10958;F;41;20240126;53000;Cappuccino;18-20;Insular;3
10959;;18;20220420;65400;Chocolate Blanco;16-18;Pacífica;5
10960;M;70;20210105;30000;Chocolate Blanco Helado;12-14;Pacífica;2
10961;M;49;20240309;68000;Mocha Blanco Latte;14-16;Caribe;1
10962;F;83;20230816;56000;Mocha Latte;12-14;Pacífica;1
10963;F;49;20230507;73000;Latte Macchiato;12-14;Pacífica;2
10964;F;77;20230423;43000;Chocolate Blanco;10-12;Insular;2
10965;M;70;20210404;52000;Espresso Sencillo;16-18;Andina;5
10966;M;34;20231110;32000;Espresso Doble;20-22;Caribe;4
10967;M;35;20240623;69000;Caramel Macchiato;12-14;Orinoquía;5
10968;F;95;20240627;44000;Espresso Doble;10-12;Andina;4
10969;M;40;20230409;46000;Espresso Sencillo;10-12;Pacífica;2
10970;M;57;20220109;64000;Espresso Macchiato;14-16;Caribe;4
10971;M;62;20221111;89000;Caramel Macchiato;20-22;Insular;2
10972;F;60;20240322;51000;Arequipe Latte;14-16;Caribe;1
10973;;18;20240416;65400;Caramel Macchiato;20-22;Caribe;2
10974;F;54;20230911;119000;Espresso Sencillo;14-16;Orinoquía;2
10975;;18;20220114;65400;Latte;10-12;Andina;4
10976;M;69;20210729;34000;Caramel Macchiato;14-16;Insular;5
10977;;18;20240705;65400;Café del día;18-20;Caribe;1
10978;M;52;20240708;51000;Espresso Sencillo;12-14;Orinoquía;1
10979;F;73;20231107;90000;Chocolate Blanco Helado;16-18;Andina;5
10980;M;58;20200619;34000;Chocolate Blanco Helado;18-20;Caribe;1
10981;M;32;20240716;70000;Flat White;12-14;Andina;4
10982;F;76;20220118;100000;Chocolate Blanco Helado;18-20;Insular;5
10983;F;26;20210629;71000;Chocolate Blanco Helado;14-16;Pacífica;2
10984;F;36;20240701;70000;Café del día;10-12;Orinoquía;5
10985;;18;20230406;65400;Latte Macchiato;10-12;Andina;3
10986;;18;20220620;65400;Latte;16-18;Orinoquía;4
10987;F;37;20210906;78000;Chocolate Caliente;14-16;Pacífica;1
10988;F;63;20240529;75000;Chocolate Helado;20-22;Andina;1
10989;F;85;20230425;95000;Espresso Doble;18-20;Caribe;1
10990;O;68;20240325;33000;Americano;16-18;Insular;1
10991;M;57;20230908;68000;Mocha Latte;10-12;Pacífica;4
10992;F;68;20230802;101000;Cappuccino;12-14;Orinoquía;1
10993;F;48;20230807;32000;Cappuccino;10-12;Pacífica;3
10994;M;84;20220914;93000;Mocha Blanco Latte;12-14;Andina;1
10995;F;66;20231220;39000;Chocolate Helado;16-18;Pacífica;3
10996;M;52;20230928;92000;Americano;12-14;Pacífica;3
10997;M;55;20240605;55000;Café del día;14-16;Caribe;1
10998;M;84;20240330;36000;Espresso Macchiato;14-16;Pacífica;1
10999;F;60;20220510;79000;Chocolate Blanco Helado;14-16;Caribe;2
11000;F;33;20230228;50000;Espresso Macchiato;12-14;Caribe;2
11001;M;24;20200802;42000;Chocolate Caliente;14-16;Andina;4
11002;F;77;20220603;31000;Chocolate Caliente;16-18;Andina;1
11003;F;27;20231015;41000;Latte Macchiato;18-20;Orinoquía;1
11004;M;87;20210513;43000;Chocolate Helado;16-18;Orinoquía;4
11005;F;71;20211015;85000;Flat White;16-18;Orinoquía;2
11006;M;47;20230731;38000;Espresso Macchiato;20-22;Insular;5
11007;F;78;20240514;89000;Mocha Blanco Latte;18-20;Caribe;1
11008;M;62;20240726;34000;Mocha Latte;16-18;Pacífica;1
11009;M;56;20231126;73000;Latte;18-20;Insular;5
11010;F;48;20220329;66000;Chocolate Blanco;16-18;Orinoquía;3
11011;M;38;20221102;58000;Espresso Doble;16-18;Andina;1
11012;M;51;20231228;73000;Americano;14-16;Orinoquía;3
11013;;18;20210910;65400;Espresso Macchiato;16-18;Insular;1
11014;F;34;20231003;51000;Latte;12-14;Andina;1
11015;F;70;20231008;57000;Caramel Macchiato;10-12;Caribe;1
11016;;18;20231217;65400;Chocolate Caliente;18-20;Pacífica;1
11017;;18;20230206;65400;Latte Macchiato;16-18;Pacífica;1
11018;M;40;20220117;80000;Café del día;12-14;Caribe;1
11019;M;40;20210304;34000;Americano;16-18;Caribe;5
11020;M;54;20240615;40000;Chocolate Caliente;18-20;Pacífica;2
11021;;18;20240420;65400;Flat White;10-12;Pacífica;1
11022;M;48;20231214;57000;Chocolate Caliente;16-18;Orinoquía;5
11023;F;93;20231106;79000;Chocolate Blanco;14-16;Andina;2
11024;;18;20231011;65400;Latte;20-22;Andina;3
11025;M;43;20240101;60000;Latte;16-18;Pacífica;2
11026;F;56;20231102;62000;Cappuccino;12-14;Pacífica;4
11027;;18;20240406;65400;Caramel Macchiato;16-18;Caribe;2
11028;M;21;20230915;46000;Mocha Blanco Latte;10-12;Insular;1
11029;F;78;20240406;74000;Caramel Macchiato;12-14;Pacífica;5
11030;M;67;20231122;83000;Arequipe Latte;10-12;Insular;3
11031;F;65;20230907;67000;Flat White;12-14;Pacífica;4
11032;F;61;20220616;37000;Espresso Doble;18-20;Orinoquía;4
11033;F;63;20220422;58000;Chocolate Blanco;10-12;Orinoquía;2
11034;M;73;20231008;99000;Arequipe Latte;18-20;Orinoquía;5
11035;F;79;20220831;92000;Espresso Doble;18-20;Orinoquía;2
11036;F;67;20240721;95000;Latte Macchiato;16-18;Orinoquía;4
11037;;18;20220502;65400;Latte Macchiato;16-18;Pacífica;2
11038;M;30;20240518;58000;Chocolate Helado;18-20;Andina;4
11039;M;65;20220814;55000;Espresso Macchiato;16-18;Andina;1
11040;M;65;20221222;89000;Café del día;20-22;Insular;2
11041;F;82;20201211;33000;Espresso Macchiato;18-20;Insular;1
11042;F;35;20231017;33000;Chocolate Helado;18-20;Caribe;3
11043;O;76;20231019;64000;Arequipe Latte;18-20;Pacífica;3
11044;F;81;20240517;44000;Latte;20-22;Orinoquía;4
11045;M;30;20231112;56000;Latte;18-20;Orinoquía;2
11046;M;54;20240610;63000;Flat White;12-14;Insular;4
11047;F;64;20231218;52000;Espresso Doble;18-20;Caribe;2
11048;F;89;20220723;99000;Arequipe Latte;18-20;Insular;1
11049;F;62;20231225;79000;Café del día;20-22;Pacífica;5
11050;M;66;20240711;108000;Caramel Macchiato;18-20;Andina;1
11051;;18;20230317;65400;Cappuccino;16-18;Pacífica;4
11052;F;62;20220620;83000;Café del día;14-16;Caribe;1
11053;M;48;20240409;31000;Chocolate Blanco Helado;12-14;Andina;4
11054;M;53;20231026;71000;Chocolate Blanco;18-20;Pacífica;1
11055;M;45;20240324;46000;Latte;20-22;Pacífica;3
11056;M;37;20220222;44000;Espresso Sencillo;16-18;Insular;2
11057;;18;20220821;65400;Caramel Macchiato;14-16;Insular;2
11058;;18;20230930;65400;Espresso Doble;20-22;Caribe;3
11059;;18;20221211;65400;Mocha Latte;10-12;Pacífica;4
11060;F;26;20220805;48000;Flat White;12-14;Insular;5
11061;M;57;20240627;98000;Mocha Blanco Latte;18-20;Andina;2
11062;M;41;20191031;79000;Café del día;16-18;Pacífica;2
11063;M;78;20210902;117000;Mocha Latte;20-22;Orinoquía;4
11064;F;37;20230817;97000;Espresso Macchiato;10-12;Andina;5
11065;F;32;20211229;43000;Latte Macchiato;18-20;Insular;1
11066;F;75;20230506;95000;Chocolate Blanco Helado;12-14;Caribe;4
11067;M;45;20230326;78000;Mocha Blanco Latte;16-18;Orinoquía;5
11068;M;80;20231220;31000;Chocolate Caliente;20-22;Pacífica;4
11069;F;51;20210821;54000;Latte;10-12;Andina;3
11070;;18;20240220;65400;Espresso Sencillo;10-12;Andina;3
11071;F;53;20221109;89000;Café del día;14-16;Caribe;1
11072;M;65;20231022;71000;Chocolate Caliente;16-18;Orinoquía;4
11073;;18;20240501;65400;Flat White;14-16;Caribe;3
11074;F;40;20240120;63000;Mocha Latte;12-14;Andina;4
11075;F;66;20240504;75000;Americano;14-16;Caribe;4
11076;M;67;20220707;43000;Flat White;20-22;Insular;5
11077;M;65;20220605;117000;Espresso Macchiato;20-22;Insular;2
11078;F;53;20221229;88000;Americano;10-12;Pacífica;3
11079;M;27;20240614;66000;Flat White;16-18;Orinoquía;5
11080;F;64;20220421;90000;Americano;12-14;Andina;4
11081;;18;20230923;65400;Espresso Sencillo;14-16;Andina;5
11082;F;51;20221217;48000;Mocha Blanco Latte;12-14;Orinoquía;3
11083;O;60;20200701;48000;Chocolate Helado;14-16;Insular;3
11084;M;81;20201008;32000;Caramel Macchiato;10-12;Andina;3
11085;M;35;20240605;59000;Espresso Sencillo;10-12;Andina;1
11086;M;67;20230220;88000;Latte Macchiato;12-14;Pacífica;1
11087;;18;20230927;65400;Americano;16-18;Pacífica;3
11088;M;62;20230817;34000;Chocolate Helado;14-16;Orinoquía;1
11089;M;22;20230808;74000;Arequipe Latte;20-22;Caribe;4
11090;M;62;20210902;90000;Mocha Blanco Latte;14-16;Andina;1
11091;F;66;20230316;76000;Latte;18-20;Orinoquía;5
11092;M;59;20200904;77000;Caramel Macchiato;10-12;Pacífica;5
11093;M;60;20221229;33000;Latte Macchiato;20-22;Andina;3
11094;M;39;20210620;51000;Mocha Blanco Latte;12-14;Andina;1
11095;F;70;20211122;39000;Espresso Doble;14-16;Caribe;5
11096;M;25;20220818;34000;Flat White;16-18;Caribe;2
11097;M;64;20240401;33000;Americano;14-16;Andina;1
11098;F;62;20201010;86000;Latte;10-12;Andina;2
11099;M;71;20230808;85000;Cappuccino;14-16;Insular;1
11100;;18;20220408;65400;Latte Macchiato;18-20;Pacífica;5
11101;M;78;20231223;68000;Latte Macchiato;14-16;Insular;1
11102;M;59;20211213;60000;Americano;20-22;Caribe;5
11103;F;87;20220103;119000;Cappuccino;14-16;Caribe;5
11104;M;64;20230831;57000;Arequipe Latte;14-16;Andina;5
11105;F;63;20220209;76000;Chocolate Helado;12-14;Andina;3
11106;M;64;20221115;68000;Chocolate Helado;16-18;Insular;5
11107;M;24;20210921;57000;Espresso Sencillo;12-14;Orinoquía;1
11108;F;46;20231118;60000;Espresso Macchiato;16-18;Pacífica;2
11109;F;52;20240506;107000;Chocolate Blanco Helado;14-16;Orinoquía;1
11110;M;42;20201012;41000;Chocolate Blanco Helado;12-14;Caribe;3
11111;;18;20211112;65400;Café del día;10-12;Andina;4
11112;M;36;20231030;46000;Arequipe Latte;16-18;Caribe;3
11113;F;38;20230410;54000;Chocolate Helado;10-12;Caribe;2
11114;M;69;20221206;31000;Americano;18-20;Pacífica;3
11115;F;68;20231103;79000;Chocolate Blanco Helado;20-22;Andina;1
11116;F;50;20240512;114000;Mocha Latte;18-20;Pacífica;4
11117;M;47;20200820;72000;Espresso Sencillo;16-18;Andina;5
11118;M;20;20230927;54000;Café del día;12-14;Andina;3
11119;M;51;20240518;36000;Chocolate Caliente;16-18;Caribe;3
11120;M;47;20240115;43000;Arequipe Latte;20-22;Caribe;3
11121;M;25;20231010;40000;Latte;14-16;Orinoquía;5
11122;F;51;20220819;118000;Chocolate Blanco;14-16;Insular;4
11123;F;24;20220229;64000;Latte;10-12;Pacífica;4
11124;M;76;20200411;50000;Espresso Macchiato;20-22;Insular;4
11125;M;51;20240416;99000;Cappuccino;16-18;Insular;4
11126;M;21;20220711;52000;Flat White;18-20;Caribe;4
11127;M;78;20231122;95000;Chocolate Blanco;14-16;Insular;1
11128;M;61;20240214;66000;Espresso Sencillo;18-20;Insular;3
11129;M;19;20231013;35000;Americano;12-14;Orinoquía;5
11130;M;55;20230818;61000;Mocha Latte;12-14;Orinoquía;1
11131;M;65;20210929;76000;Espresso Doble;10-12;Insular;4
11132;;18;20230321;65400;Espresso Sencillo;10-12;Caribe;2
11133;M;26;20220927;65000;Caramel Macchiato;16-18;Pacífica;5
11134;M;66;20240501;38000;Arequipe Latte;16-18;Pacífica;4
11135;M;67;20231120;34000;Caramel Macchiato;10-12;Andina;4
11136;M;54;20210815;41000;Espresso Sencillo;12-14;Caribe;2
11137;M;58;20240624;112000;Mocha Blanco Latte;16-18;Pacífica;3
11138;F;63;20240108;70000;Cappuccino;16-18;Andina;4
11139;F;54;20230107;93000;Arequipe Latte;16-18;Pacífica;3
11140;F;92;20231208;76000;Espresso Sencillo;10-12;Insular;1
11141;O;48;20220603;84000;Caramel Macchiato;18-20;Caribe;4
11142;F;46;20220620;86000;Latte;16-18;Caribe;1
11143;M;58;20220710;32000;Latte;20-22;Orinoquía;5
11144;O;66;20240718;42000;Arequipe Latte;16-18;Caribe;2
11145;M;68;20230702;77000;Chocolate Helado;18-20;Insular;1
11146;;18;20231126;65400;Cappuccino;12-14;Pacífica;5
11147;M;38;20231113;44000;Latte Macchiato;14-16;Orinoquía;1
11148;M;78;20240330;79000;Chocolate Caliente;20-22;Orinoquía;1
11149;F;79;20220706;113000;Americano;10-12;Andina;1
11150;F;81;20230131;32000;Chocolate Helado;18-20;Orinoquía;4
11151;F;59;20220725;41000;Chocolate Blanco;10-12;Pacífica;4
11152;;18;20240314;65400;Cappuccino;12-14;Pacífica;1
11153;F;63;20230116;77000;Mocha Latte;18-20;Orinoquía;3
11154;O;41;20220607;63000;Chocolate Blanco;14-16;Pacífica;2
11155;M;81;20231108;79000;Chocolate Blanco Helado;16-18;Insular;2
11156;M;37;20230417;85000;Mocha Latte;10-12;Caribe;1
11157;M;56;20240217;38000;Latte;18-20;Andina;2
11158;M;45;20210618;92000;Café del día;20-22;Andina;3
11159;;18;20211021;65400;Chocolate Blanco Helado;20-22;Orinoquía;2
11160;;18;20230904;65400;Chocolate Blanco Helado;12-14;Pacífica;4
11161;F;55;20240402;32000;Cappuccino;10-12;Orinoquía;2
11162;M;97;20230708;69000;Caramel Macchiato;14-16;Pacífica;1
11163;M;34;20220629;31000;Espresso Doble;12-14;Orinoquía;5
11164;M;54;20240111;49000;Flat White;20-22;Caribe;2
11165;M;58;20230815;86000;Chocolate Blanco;14-16;Caribe;1
11166;O;39;20200527;32000;Flat White;12-14;Orinoquía;1
11167;M;59;20220804;34000;Latte;10-12;Orinoquía;5
11168;F;63;20231108;102000;Cappuccino;10-12;Andina;3
11169;M;41;20220325;45000;Espresso Macchiato;10-12;Insular;1
11170;;18;20230829;65400;Chocolate Blanco Helado;10-12;Orinoquía;1
11171;F;66;20230823;58000;Americano;20-22;Insular;1
11172;M;42;20230902;41000;Espresso Macchiato;18-20;Pacífica;4
11173;M;53;20230905;39000;Café del día;18-20;Insular;5
11174;M;39;20210415;69000;Chocolate Helado;14-16;Orinoquía;3
11175;;18;20230914;65400;Espresso Macchiato;20-22;Caribe;3
11176;M;61;20210208;57000;Espresso Macchiato;10-12;Caribe;2
11177;F;48;20231209;94000;Latte;14-16;Pacífica;3
11178;;18;20220905;65400;Arequipe Latte;18-20;Andina;3
11179;M;28;20200110;42000;Chocolate Helado;20-22;Pacífica;2
11180;F;24;20210221;39000;Espresso Doble;16-18;Caribe;3
11181;M;65;20240401;38000;Espresso Doble;10-12;Caribe;2
11182;F;88;20221126;32000;Chocolate Helado;10-12;Pacífica;1
11183;F;70;20230903;33000;Café del día;18-20;Orinoquía;5
11184;M;42;20240427;39000;Caramel Macchiato;10-12;Pacífica;2
11185;F;59;20210718;39000;Latte Macchiato;18-20;Orinoquía;4
11186;M;80;20240422;96000;Chocolate Blanco Helado;12-14;Andina;2
11187;F;20;20230413;47000;Caramel Macchiato;10-12;Caribe;4
11188;M;55;20240102;83000;Americano;14-16;Insular;2
11189;;18;20240516;65400;Café del día;14-16;Orinoquía;4
11190;M;61;20231006;58000;Espresso Macchiato;16-18;Andina;4
11191;M;73;20200108;46000;Espresso Macchiato;10-12;Orinoquía;4
11192;M;52;20200425;35000;Espresso Macchiato;20-22;Insular;4
11193;M;46;20221130;37000;Chocolate Blanco;20-22;Andina;3
11194;F;51;20220516;86000;Americano;20-22;Caribe;2
11195;F;70;20240119;51000;Chocolate Blanco Helado;12-14;Caribe;3
11196;F;21;20230807;52000;Latte;16-18;Caribe;3
11197;;18;20240126;65400;Latte Macchiato;16-18;Orinoquía;5
11198;O;55;20231229;84000;Espresso Macchiato;16-18;Pacífica;2
11199;M;31;20230704;45000;Latte Macchiato;12-14;Caribe;2
11200;M;59;20240118;36000;Espresso Macchiato;12-14;Pacífica;3
11201;M;61;20200520;57000;Espresso Sencillo;10-12;Caribe;1
11202;F;19;20221210;37000;Arequipe Latte;14-16;Pacífica;2
11203;F;37;20230226;54000;Chocolate Helado;10-12;Andina;5
11204;M;50;20230829;68000;Arequipe Latte;12-14;Orinoquía;5
11205;F;67;20230629;89000;Caramel Macchiato;12-14;Caribe;4
11206;F;75;20230226;82000;Chocolate Helado;20-22;Andina;4
11207;;18;20220713;65400;Espresso Doble;12-14;Caribe;1
11208;F;63;20220126;57000;Mocha Latte;14-16;Orinoquía;5
11209;F;65;20231121;62000;Espresso Macchiato;10-12;Insular;1
11210;O;33;20231119;48000;Flat White;12-14;Orinoquía;1
11211;M;47;20200814;62000;Chocolate Blanco Helado;10-12;Orinoquía;3
11212;M;58;20240209;44000;Café del día;16-18;Andina;5
11213;;18;20220308;65400;Espresso Doble;20-22;Andina;5
11214;M;37;20220401;45000;Espresso Macchiato;20-22;Orinoquía;2
11215;M;47;20230601;64000;Café del día;18-20;Andina;1
11216;M;57;20231002;95000;Café del día;10-12;Caribe;3
11217;;18;20230807;65400;Flat White;10-12;Insular;2
11218;F;49;20221117;98000;Espresso Doble;18-20;Caribe;5
11219;F;47;20220724;65000;Chocolate Helado;20-22;Caribe;1
11220;F;47;20200807;68000;Chocolate Helado;18-20;Insular;1
11221;;18;20230803;65400;Mocha Latte;16-18;Andina;1
11222;F;66;20220724;42000;Cappuccino;10-12;Orinoquía;2
11223;M;57;20200726;58000;Café del día;18-20;Orinoquía;4
11224;M;49;20220701;84000;Chocolate Caliente;10-12;Caribe;5
11225;F;67;20231113;36000;Arequipe Latte;12-14;Pacífica;5
11226;F;43;20221011;52000;Chocolate Caliente;14-16;Pacífica;3
11227;;18;20220220;65400;Chocolate Blanco;14-16;Orinoquía;4
11228;M;35;20230706;32000;Caramel Macchiato;16-18;Pacífica;5
11229;F;43;20240207;49000;Espresso Sencillo;18-20;Insular;5
11230;F;28;20231002;61000;Arequipe Latte;14-16;Andina;3
11231;F;48;20220809;61000;Arequipe Latte;16-18;Insular;3
11232;F;35;20230503;66000;Mocha Latte;20-22;Orinoquía;5
11233;M;74;20191029;55000;Espresso Doble;20-22;Caribe;2
11234;M;54;20220815;53000;Latte Macchiato;16-18;Orinoquía;3
11235;M;42;20201027;66000;Mocha Latte;12-14;Andina;3
11236;F;35;20231105;65000;Americano;10-12;Pacífica;5
11237;M;40;20201110;51000;Mocha Blanco Latte;20-22;Pacífica;5
11238;M;27;20231202;47000;Latte Macchiato;16-18;Caribe;5
11239;M;57;20220711;57000;Chocolate Helado;18-20;Pacífica;5
11240;M;19;20200512;40000;Arequipe Latte;12-14;Caribe;5
11241;M;22;20240630;47000;Latte Macchiato;18-20;Caribe;4
11242;M;28;20240523;53000;Chocolate Caliente;12-14;Caribe;1
11243;F;59;20240112;99000;Mocha Blanco Latte;14-16;Pacífica;4
11244;;18;20230330;65400;Mocha Latte;18-20;Insular;5
11245;M;35;20200317;33000;Café del día;20-22;Insular;3
11246;F;71;20220112;79000;Latte Macchiato;14-16;Pacífica;2
11247;;18;20210109;65400;Arequipe Latte;20-22;Insular;3
11248;M;66;20240614;71000;Latte Macchiato;10-12;Insular;2
11249;M;52;20220727;73000;Chocolate Blanco Helado;12-14;Orinoquía;1
11250;F;51;20231120;87000;Espresso Macchiato;12-14;Orinoquía;2
11251;F;50;20231227;75000;Americano;16-18;Pacífica;5
11252;M;52;20211226;63000;Caramel Macchiato;14-16;Pacífica;1
11253;M;63;20231222;54000;Café del día;20-22;Caribe;1
11254;M;52;20230823;92000;Chocolate Blanco Helado;14-16;Pacífica;3
11255;M;66;20221030;34000;Espresso Doble;18-20;Andina;5
11256;M;65;20231225;73000;Cappuccino;12-14;Orinoquía;3
11257;F;23;20211108;33000;Latte Macchiato;12-14;Andina;4
11258;M;67;20240126;99000;Arequipe Latte;16-18;Andina;1
